batch_index,metric,area,comp,suff
0,auc,0.05,0.0,0.0
0,accuracy,0.05,1.0,1.0
0,cross_entropy,0.05,0.072638,0.060405
0,auc,0.075,0.0,0.0
0,accuracy,0.075,1.0,1.0
0,cross_entropy,0.075,0.073099,0.058638
0,auc,0.1,0.0,0.0
0,accuracy,0.1,1.0,1.0
0,cross_entropy,0.1,0.073726,0.058662
0,auc,0.15,0.0,0.0
0,accuracy,0.15,1.0,1.0
0,cross_entropy,0.15,0.077134,0.056224
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.076563,0.071877
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.068409,0.077231
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.066215,0.077877
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.064555,0.081947
2,auc,0.05,0.0,0.0
2,accuracy,0.05,1.0,1.0
2,cross_entropy,0.05,0.073813,0.092173
2,auc,0.075,0.0,0.0
2,accuracy,0.075,1.0,1.0
2,cross_entropy,0.075,0.073464,0.096951
2,auc,0.1,0.0,0.0
2,accuracy,0.1,1.0,1.0
2,cross_entropy,0.1,0.068187,0.102833
2,auc,0.15,0.0,0.0
2,accuracy,0.15,1.0,1.0
2,cross_entropy,0.15,0.066676,0.109095
3,auc,0.05,0.967742,1.0
3,accuracy,0.05,0.96875,0.96875
3,cross_entropy,0.05,0.122031,0.11088
3,auc,0.075,0.967742,1.0
3,accuracy,0.075,0.96875,0.96875
3,cross_entropy,0.075,0.128334,0.106563
3,auc,0.1,0.935484,1.0
3,accuracy,0.1,0.96875,0.96875
3,cross_entropy,0.1,0.13532,0.098456
3,auc,0.15,0.645161,1.0
3,accuracy,0.15,0.96875,1.0
3,cross_entropy,0.15,0.150057,0.088663
4,auc,0.05,0.0,0.0
4,accuracy,0.05,1.0,1.0
4,cross_entropy,0.05,0.088485,0.080339
4,auc,0.075,0.0,0.0
4,accuracy,0.075,1.0,1.0
4,cross_entropy,0.075,0.08609,0.082155
4,auc,0.1,0.0,0.0
4,accuracy,0.1,1.0,1.0
4,cross_entropy,0.1,0.082623,0.086222
4,auc,0.15,0.0,0.0
4,accuracy,0.15,1.0,1.0
