batch_index,metric,area,comp,suff
0,auc,0.05,0.903226,1.0
0,accuracy,0.05,0.96875,0.96875
0,cross_entropy,0.05,0.13979,0.102378
0,auc,0.075,0.903226,1.0
0,accuracy,0.075,0.96875,0.96875
0,cross_entropy,0.075,0.141149,0.102006
0,auc,0.1,0.870968,1.0
0,accuracy,0.1,0.96875,0.96875
0,cross_entropy,0.1,0.142376,0.10172
0,auc,0.15,0.83871,1.0
0,accuracy,0.15,0.96875,1.0
0,cross_entropy,0.15,0.145407,0.102536
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.076168,0.083442
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.073186,0.085839
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.070487,0.089814
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.07035,0.094241
2,auc,0.05,0.0,0.0
2,accuracy,0.05,1.0,1.0
2,cross_entropy,0.05,0.07645,0.080071
2,auc,0.075,0.0,0.0
2,accuracy,0.075,1.0,1.0
2,cross_entropy,0.075,0.074399,0.082584
2,auc,0.1,0.0,0.0
2,accuracy,0.1,1.0,1.0
2,cross_entropy,0.1,0.076541,0.081812
2,auc,0.15,0.0,0.0
2,accuracy,0.15,1.0,1.0
2,cross_entropy,0.15,0.073294,0.086661
3,auc,0.05,0.0,0.0
3,accuracy,0.05,1.0,1.0
3,cross_entropy,0.05,0.088335,0.1186
3,auc,0.075,0.0,0.0
3,accuracy,0.075,1.0,1.0
3,cross_entropy,0.075,0.084484,0.123732
3,auc,0.1,0.0,0.0
3,accuracy,0.1,1.0,1.0
3,cross_entropy,0.1,0.079834,0.133287
3,auc,0.15,0.0,0.0
3,accuracy,0.15,1.0,1.0
3,cross_entropy,0.15,0.077221,0.139569
4,auc,0.05,0.83871,1.0
4,accuracy,0.05,0.96875,0.96875
4,cross_entropy,0.05,0.14307,0.108974
4,auc,0.075,0.83871,1.0
4,accuracy,0.075,0.96875,0.96875
4,cross_entropy,0.075,0.145414,0.11191
4,auc,0.1,0.709677,1.0
4,accuracy,0.1,0.96875,1.0
4,cross_entropy,0.1,0.149526,0.114025
4,auc,0.15,0.677419,1.0
4,accuracy,0.15,0.96875,1.0
4,cross_entropy,0.15,0.150625,0.115362
5,auc,0.05,1.0,1.0
5,accuracy,0.05,0.96875,0.96875
