batch_index,metric,area,comp,suff
11,cross_entropy,0.1,0.138969,0.093516
11,auc,0.15,0.903226,1.0
11,accuracy,0.15,0.96875,1.0
11,cross_entropy,0.15,0.140888,0.095004
12,auc,0.05,0.0,0.0
12,accuracy,0.05,1.0,1.0
12,cross_entropy,0.05,0.079488,0.084291
12,auc,0.075,0.0,0.0
12,accuracy,0.075,1.0,1.0
12,cross_entropy,0.075,0.081038,0.081721
12,auc,0.1,0.0,0.0
12,accuracy,0.1,1.0,1.0
12,cross_entropy,0.1,0.078669,0.083885
12,auc,0.15,0.0,0.0
12,accuracy,0.15,1.0,1.0
12,cross_entropy,0.15,0.075748,0.088588
13,auc,0.05,0.967742,1.0
13,accuracy,0.05,0.96875,0.96875
13,cross_entropy,0.05,0.120304,0.100997
13,auc,0.075,1.0,1.0
13,accuracy,0.075,0.96875,0.96875
13,cross_entropy,0.075,0.124871,0.094822
13,auc,0.1,0.967742,1.0
13,accuracy,0.1,0.96875,0.96875
13,cross_entropy,0.1,0.13159,0.08921
13,auc,0.15,0.774194,1.0
13,accuracy,0.15,0.96875,0.96875
13,cross_entropy,0.15,0.145888,0.084076
14,auc,0.05,0.0,0.0
14,accuracy,0.05,1.0,1.0
14,cross_entropy,0.05,0.06701,0.076742
14,auc,0.075,0.0,0.0
14,accuracy,0.075,1.0,1.0
14,cross_entropy,0.075,0.067997,0.075853
14,auc,0.1,0.0,0.0
14,accuracy,0.1,1.0,1.0
14,cross_entropy,0.1,0.068264,0.077718
14,auc,0.15,0.0,0.0
14,accuracy,0.15,1.0,1.0
14,cross_entropy,0.15,0.065846,0.083029
15,auc,0.05,0.83871,1.0
15,accuracy,0.05,0.96875,1.0
15,cross_entropy,0.05,0.144701,0.098365
15,auc,0.075,0.774194,1.0
15,accuracy,0.075,0.96875,1.0
15,cross_entropy,0.075,0.147817,0.100018
15,auc,0.1,0.774194,1.0
15,accuracy,0.1,0.96875,1.0
15,cross_entropy,0.1,0.14819,0.103512
15,auc,0.15,0.548387,1.0
15,accuracy,0.15,0.96875,1.0
15,cross_entropy,0.15,0.151994,0.103448
16,auc,0.05,0.0,0.0
16,accuracy,0.05,1.0,1.0
16,cross_entropy,0.05,0.090312,0.088314
16,auc,0.075,0.0,0.0
16,accuracy,0.075,1.0,1.0
16,cross_entropy,0.075,0.083009,0.095025
16,auc,0.1,0.0,0.0
16,accuracy,0.1,1.0,1.0
16,cross_entropy,0.1,0.080965,0.098567
16,auc,0.15,0.0,0.0
16,accuracy,0.15,1.0,1.0
16,cross_entropy,0.15,0.080209,0.100864
17,auc,0.05,0.0,0.0
17,accuracy,0.05,1.0,1.0
17,cross_entropy,0.05,0.069314,0.073768
17,auc,0.075,0.0,0.0
17,accuracy,0.075,1.0,1.0
17,cross_entropy,0.075,0.069624,0.073018
17,auc,0.1,0.0,0.0
17,accuracy,0.1,1.0,1.0
17,cross_entropy,0.1,0.06896,0.071979
17,auc,0.15,0.0,0.0
17,accuracy,0.15,1.0,1.0
17,cross_entropy,0.15,0.071523,0.070688
18,auc,0.05,0.933333,0.966667
18,accuracy,0.05,0.9375,0.90625
18,cross_entropy,0.05,0.183571,0.152121
18,auc,0.075,0.933333,0.966667
18,accuracy,0.075,0.9375,0.90625
18,cross_entropy,0.075,0.1931,0.142421
18,auc,0.1,0.9,1.0
18,accuracy,0.1,0.9375,0.96875
18,cross_entropy,0.1,0.203038,0.135094
18,auc,0.15,0.833333,1.0
18,accuracy,0.15,0.9375,1.0
18,cross_entropy,0.15,0.217946,0.128181
19,auc,0.05,0.0,0.0
19,accuracy,0.05,1.0,1.0
19,cross_entropy,0.05,0.073942,0.065919
19,auc,0.075,0.0,0.0
19,accuracy,0.075,1.0,1.0
19,cross_entropy,0.075,0.073223,0.066947
19,auc,0.1,0.0,0.0
19,accuracy,0.1,1.0,1.0
19,cross_entropy,0.1,0.074631,0.066969
19,auc,0.15,0.0,0.0
19,accuracy,0.15,1.0,1.0
19,cross_entropy,0.15,0.071428,0.070079
20,auc,0.05,0.0,0.0
20,accuracy,0.05,1.0,1.0
20,cross_entropy,0.05,0.080562,0.116003
20,auc,0.075,0.0,0.0
20,accuracy,0.075,1.0,1.0
20,cross_entropy,0.075,0.071961,0.126425
20,auc,0.1,0.0,0.0
20,accuracy,0.1,1.0,1.0
20,cross_entropy,0.1,0.070951,0.13146
20,auc,0.15,0.0,0.0
20,accuracy,0.15,1.0,1.0
20,cross_entropy,0.15,0.067955,0.137452
21,auc,0.05,0.0,0.0
21,accuracy,0.05,1.0,1.0
21,cross_entropy,0.05,0.083817,0.088613
21,auc,0.075,0.0,0.0
21,accuracy,0.075,1.0,1.0
21,cross_entropy,0.075,0.083445,0.091259
21,auc,0.1,0.0,0.0
21,accuracy,0.1,1.0,1.0
21,cross_entropy,0.1,0.07706,0.096837
21,auc,0.15,0.0,0.0
21,accuracy,0.15,1.0,1.0
21,cross_entropy,0.15,0.076058,0.101939
22,auc,0.05,0.0,0.0
22,accuracy,0.05,1.0,1.0
22,cross_entropy,0.05,0.074384,0.091918
22,auc,0.075,0.0,0.0
22,accuracy,0.075,1.0,1.0
22,cross_entropy,0.075,0.07655,0.089179
22,auc,0.1,0.0,0.0
22,accuracy,0.1,1.0,1.0
22,cross_entropy,0.1,0.074814,0.090671
22,auc,0.15,0.0,0.0
22,accuracy,0.15,1.0,1.0
22,cross_entropy,0.15,0.073207,0.094293
23,auc,0.05,0.0,0.0
23,accuracy,0.05,1.0,1.0
23,cross_entropy,0.05,0.074,0.086395
23,auc,0.075,0.0,0.0
23,accuracy,0.075,1.0,1.0
23,cross_entropy,0.075,0.072175,0.089213
23,auc,0.1,0.0,0.0
23,accuracy,0.1,1.0,1.0
23,cross_entropy,0.1,0.070367,0.091053
23,auc,0.15,0.0,0.0
23,accuracy,0.15,1.0,1.0
23,cross_entropy,0.15,0.067825,0.093039
24,auc,0.05,0.0,0.0
24,accuracy,0.05,1.0,1.0
24,cross_entropy,0.05,0.065033,0.087005
24,auc,0.075,0.0,0.0
24,accuracy,0.075,1.0,1.0
24,cross_entropy,0.075,0.065199,0.086052
24,auc,0.1,0.0,0.0
24,accuracy,0.1,1.0,1.0
24,cross_entropy,0.1,0.064747,0.085711
24,auc,0.15,0.0,0.0
24,accuracy,0.15,1.0,1.0
24,cross_entropy,0.15,0.068657,0.083483
25,auc,0.05,0.0,0.0
25,accuracy,0.05,1.0,1.0
25,cross_entropy,0.05,0.068971,0.092757
25,auc,0.075,0.0,0.0
25,accuracy,0.075,1.0,1.0
25,cross_entropy,0.075,0.070181,0.094698
25,auc,0.1,0.0,0.0
25,accuracy,0.1,1.0,1.0
25,cross_entropy,0.1,0.07003,0.094356
25,auc,0.15,0.0,0.0
25,accuracy,0.15,1.0,1.0
25,cross_entropy,0.15,0.064549,0.100578
26,auc,0.05,0.0,0.0
26,accuracy,0.05,1.0,1.0
26,cross_entropy,0.05,0.076809,0.085141
26,auc,0.075,0.0,0.0
26,accuracy,0.075,1.0,1.0
26,cross_entropy,0.075,0.075694,0.086748
26,auc,0.1,0.0,0.0
26,accuracy,0.1,1.0,1.0
26,cross_entropy,0.1,0.0759,0.089701
26,auc,0.15,0.0,0.0
26,accuracy,0.15,1.0,1.0
26,cross_entropy,0.15,0.075103,0.093921
27,auc,0.05,0.0,0.0
27,accuracy,0.05,1.0,1.0
27,cross_entropy,0.05,0.078249,0.095514
27,auc,0.075,0.0,0.0
27,accuracy,0.075,1.0,1.0
27,cross_entropy,0.075,0.076609,0.098737
27,auc,0.1,0.0,0.0
27,accuracy,0.1,1.0,1.0
27,cross_entropy,0.1,0.074868,0.101637
27,auc,0.15,0.0,0.0
27,accuracy,0.15,1.0,1.0
27,cross_entropy,0.15,0.074848,0.109224
28,auc,0.05,0.0,0.0
28,accuracy,0.05,1.0,1.0
28,cross_entropy,0.05,0.07852,0.102232
28,auc,0.075,0.0,0.0
28,accuracy,0.075,1.0,1.0
28,cross_entropy,0.075,0.075498,0.106916
28,auc,0.1,0.0,0.0
28,accuracy,0.1,1.0,1.0
28,cross_entropy,0.1,0.074274,0.10886
28,auc,0.15,0.0,0.0
28,accuracy,0.15,1.0,1.0
28,cross_entropy,0.15,0.07167,0.117389
29,auc,0.05,0.0,0.0
29,accuracy,0.05,1.0,1.0
29,cross_entropy,0.05,0.070364,0.074653
29,auc,0.075,0.0,0.0
29,accuracy,0.075,1.0,1.0
29,cross_entropy,0.075,0.067323,0.076219
29,auc,0.1,0.0,0.0
29,accuracy,0.1,1.0,1.0
29,cross_entropy,0.1,0.068189,0.074796
29,auc,0.15,0.0,0.0
29,accuracy,0.15,1.0,1.0
29,cross_entropy,0.15,0.065375,0.078909
30,auc,0.05,0.0,0.0
30,accuracy,0.05,1.0,1.0
30,cross_entropy,0.05,0.074717,0.088648
30,auc,0.075,0.0,0.0
30,accuracy,0.075,1.0,1.0
30,cross_entropy,0.075,0.073075,0.09135
30,auc,0.1,0.0,0.0
30,accuracy,0.1,1.0,1.0
30,cross_entropy,0.1,0.073056,0.091831
30,auc,0.15,0.0,0.0
30,accuracy,0.15,1.0,1.0
30,cross_entropy,0.15,0.075714,0.090795
31,auc,0.05,0.0,0.0
31,accuracy,0.05,1.0,1.0
31,cross_entropy,0.05,0.081095,0.094273
31,auc,0.075,0.0,0.0
31,accuracy,0.075,1.0,1.0
31,cross_entropy,0.075,0.080071,0.097643
31,auc,0.1,0.0,0.0
31,accuracy,0.1,1.0,1.0
31,cross_entropy,0.1,0.081508,0.097394
31,auc,0.15,0.0,0.0
31,accuracy,0.15,1.0,1.0
31,cross_entropy,0.15,0.082977,0.097244
32,auc,0.05,0.967742,1.0
32,accuracy,0.05,0.96875,0.96875
32,cross_entropy,0.05,0.122783,0.109099
32,auc,0.075,0.967742,1.0
32,accuracy,0.075,0.96875,0.96875
32,cross_entropy,0.075,0.124058,0.108232
32,auc,0.1,0.967742,1.0
32,accuracy,0.1,0.96875,0.96875
32,cross_entropy,0.1,0.129197,0.105206
32,auc,0.15,0.967742,1.0
32,accuracy,0.15,0.96875,0.96875
32,cross_entropy,0.15,0.138123,0.100552
33,auc,0.05,0.0,0.0
33,accuracy,0.05,1.0,1.0
33,cross_entropy,0.05,0.071779,0.085657
33,auc,0.075,0.0,0.0
33,accuracy,0.075,1.0,1.0
33,cross_entropy,0.075,0.068668,0.089621
33,auc,0.1,0.0,0.0
33,accuracy,0.1,1.0,1.0
33,cross_entropy,0.1,0.067918,0.092649
33,auc,0.15,0.0,0.0
33,accuracy,0.15,1.0,1.0
33,cross_entropy,0.15,0.069114,0.092739
34,auc,0.05,0.0,0.0
34,accuracy,0.05,1.0,1.0
34,cross_entropy,0.05,0.079159,0.067774
34,auc,0.075,0.0,0.0
34,accuracy,0.075,1.0,1.0
34,cross_entropy,0.075,0.076719,0.068943
34,auc,0.1,0.0,0.0
34,accuracy,0.1,1.0,1.0
34,cross_entropy,0.1,0.076685,0.070344
34,auc,0.15,0.0,0.0
34,accuracy,0.15,1.0,1.0
34,cross_entropy,0.15,0.072997,0.074803
35,auc,0.05,0.916667,1.0
35,accuracy,0.05,0.9375,0.96875
35,cross_entropy,0.05,0.183392,0.099884
35,auc,0.075,0.866667,1.0
35,accuracy,0.075,0.9375,0.96875
35,cross_entropy,0.075,0.197058,0.096805
35,auc,0.1,0.8,1.0
35,accuracy,0.1,0.9375,1.0
35,cross_entropy,0.1,0.200423,0.096519
35,auc,0.15,0.766667,1.0
35,accuracy,0.15,0.9375,1.0
35,cross_entropy,0.15,0.201402,0.095711
36,auc,0.05,0.0,0.0
36,accuracy,0.05,1.0,1.0
36,cross_entropy,0.05,0.081364,0.106955
36,auc,0.075,0.0,0.0
36,accuracy,0.075,1.0,1.0
36,cross_entropy,0.075,0.080147,0.107536
36,auc,0.1,0.0,0.0
36,accuracy,0.1,1.0,1.0
36,cross_entropy,0.1,0.079375,0.111067
36,auc,0.15,0.0,0.0
36,accuracy,0.15,1.0,0.96875
36,cross_entropy,0.15,0.077148,0.117743
37,auc,0.05,0.0,0.0
37,accuracy,0.05,1.0,1.0
37,cross_entropy,0.05,0.065933,0.076827
37,auc,0.075,0.0,0.0
37,accuracy,0.075,1.0,1.0
37,cross_entropy,0.075,0.065057,0.08034
37,auc,0.1,0.0,0.0
37,accuracy,0.1,1.0,1.0
37,cross_entropy,0.1,0.063488,0.08196
37,auc,0.15,0.0,0.0
37,accuracy,0.15,1.0,1.0
37,cross_entropy,0.15,0.063489,0.08054
38,auc,0.05,0.0,0.0
38,accuracy,0.05,1.0,1.0
38,cross_entropy,0.05,0.065043,0.08308
38,auc,0.075,0.0,0.0
38,accuracy,0.075,1.0,1.0
38,cross_entropy,0.075,0.061104,0.08761
38,auc,0.1,0.0,0.0
38,accuracy,0.1,1.0,1.0
38,cross_entropy,0.1,0.060468,0.090389
38,auc,0.15,0.0,0.0
38,accuracy,0.15,1.0,1.0
38,cross_entropy,0.15,0.065031,0.088199
39,auc,0.05,0.903226,1.0
39,accuracy,0.05,0.96875,0.96875
39,cross_entropy,0.05,0.136788,0.092163
39,auc,0.075,0.806452,1.0
39,accuracy,0.075,0.96875,1.0
39,cross_entropy,0.075,0.146572,0.084444
39,auc,0.1,0.612903,1.0
39,accuracy,0.1,0.96875,1.0
39,cross_entropy,0.1,0.152371,0.081142
39,auc,0.15,0.451613,1.0
39,accuracy,0.15,0.96875,1.0
39,cross_entropy,0.15,0.163081,0.076984
40,auc,0.05,0.0,0.0
40,accuracy,0.05,1.0,1.0
40,cross_entropy,0.05,0.078624,0.079502
40,auc,0.075,0.0,0.0
40,accuracy,0.075,1.0,1.0
40,cross_entropy,0.075,0.078177,0.080041
40,auc,0.1,0.0,0.0
40,accuracy,0.1,1.0,1.0
40,cross_entropy,0.1,0.076747,0.083596
40,auc,0.15,0.0,0.0
40,accuracy,0.15,1.0,1.0
40,cross_entropy,0.15,0.07374,0.087267
41,auc,0.05,1.0,1.0
41,accuracy,0.05,0.96875,1.0
41,cross_entropy,0.05,0.128939,0.094617
41,auc,0.075,0.967742,1.0
41,accuracy,0.075,0.96875,1.0
41,cross_entropy,0.075,0.133557,0.100588
41,auc,0.1,0.83871,1.0
41,accuracy,0.1,0.96875,1.0
41,cross_entropy,0.1,0.13966,0.09856
41,auc,0.15,0.741935,1.0
41,accuracy,0.15,0.96875,1.0
41,cross_entropy,0.15,0.145073,0.103125
42,auc,0.05,0.0,0.0
42,accuracy,0.05,1.0,1.0
42,cross_entropy,0.05,0.069448,0.090555
42,auc,0.075,0.0,0.0
42,accuracy,0.075,1.0,1.0
42,cross_entropy,0.075,0.068355,0.092618
42,auc,0.1,0.0,0.0
42,accuracy,0.1,1.0,1.0
42,cross_entropy,0.1,0.068309,0.093298
42,auc,0.15,0.0,0.0
42,accuracy,0.15,1.0,1.0
42,cross_entropy,0.15,0.065341,0.100123
43,auc,0.05,0.0,0.0
43,accuracy,0.05,1.0,1.0
43,cross_entropy,0.05,0.07947,0.097915
43,auc,0.075,0.0,0.0
43,accuracy,0.075,1.0,1.0
43,cross_entropy,0.075,0.073629,0.106323
43,auc,0.1,0.0,0.0
43,accuracy,0.1,1.0,1.0
43,cross_entropy,0.1,0.069521,0.113063
43,auc,0.15,0.0,0.0
43,accuracy,0.15,1.0,1.0
43,cross_entropy,0.15,0.06887,0.11693
44,auc,0.05,0.0,0.0
44,accuracy,0.05,1.0,1.0
44,cross_entropy,0.05,0.076117,0.088116
44,auc,0.075,0.0,0.0
44,accuracy,0.075,1.0,1.0
44,cross_entropy,0.075,0.075064,0.086581
44,auc,0.1,0.0,0.0
44,accuracy,0.1,1.0,1.0
44,cross_entropy,0.1,0.071919,0.093272
44,auc,0.15,0.0,0.0
44,accuracy,0.15,1.0,1.0
44,cross_entropy,0.15,0.068491,0.100891
45,auc,0.05,1.0,1.0
45,accuracy,0.05,0.96875,1.0
45,cross_entropy,0.05,0.111912,0.096903
45,auc,0.075,1.0,1.0
45,accuracy,0.075,0.96875,1.0
45,cross_entropy,0.075,0.118322,0.095837
45,auc,0.1,1.0,1.0
45,accuracy,0.1,0.96875,1.0
45,cross_entropy,0.1,0.11939,0.096556
45,auc,0.15,1.0,1.0
45,accuracy,0.15,0.96875,1.0
45,cross_entropy,0.15,0.122396,0.096828
46,auc,0.05,0.0,0.0
46,accuracy,0.05,1.0,1.0
46,cross_entropy,0.05,0.072015,0.083804
46,auc,0.075,0.0,0.0
46,accuracy,0.075,1.0,1.0
46,cross_entropy,0.075,0.070669,0.087492
46,auc,0.1,0.0,0.0
46,accuracy,0.1,1.0,1.0
46,cross_entropy,0.1,0.07297,0.085008
46,auc,0.15,0.0,0.0
46,accuracy,0.15,1.0,1.0
46,cross_entropy,0.15,0.074417,0.08674
47,auc,0.05,0.0,0.0
47,accuracy,0.05,1.0,1.0
47,cross_entropy,0.05,0.07228,0.067689
47,auc,0.075,0.0,0.0
47,accuracy,0.075,1.0,1.0
47,cross_entropy,0.075,0.071223,0.068543
47,auc,0.1,0.0,0.0
47,accuracy,0.1,1.0,1.0
47,cross_entropy,0.1,0.070673,0.068592
47,auc,0.15,0.0,0.0
47,accuracy,0.15,1.0,1.0
47,cross_entropy,0.15,0.071832,0.069062
48,auc,0.05,0.0,0.0
48,accuracy,0.05,1.0,1.0
48,cross_entropy,0.05,0.075884,0.085309
48,auc,0.075,0.0,0.0
48,accuracy,0.075,1.0,1.0
48,cross_entropy,0.075,0.071721,0.09022
48,auc,0.1,0.0,0.0
48,accuracy,0.1,1.0,1.0
48,cross_entropy,0.1,0.071012,0.092414
48,auc,0.15,0.0,0.0
48,accuracy,0.15,1.0,1.0
48,cross_entropy,0.15,0.070855,0.093772
49,auc,0.05,0.0,0.0
49,accuracy,0.05,1.0,1.0
49,cross_entropy,0.05,0.069374,0.060646
49,auc,0.075,0.0,0.0
49,accuracy,0.075,1.0,1.0
49,cross_entropy,0.075,0.071445,0.059766
49,auc,0.1,0.0,0.0
49,accuracy,0.1,1.0,1.0
49,cross_entropy,0.1,0.072393,0.057011
49,auc,0.15,0.0,0.0
49,accuracy,0.15,1.0,1.0
49,cross_entropy,0.15,0.074649,0.056197
50,auc,0.05,0.967742,1.0
50,accuracy,0.05,0.96875,0.96875
50,cross_entropy,0.05,0.130613,0.107518
50,auc,0.075,0.935484,1.0
50,accuracy,0.075,0.96875,0.96875
50,cross_entropy,0.075,0.127202,0.109602
50,auc,0.1,0.903226,1.0
50,accuracy,0.1,0.96875,1.0
50,cross_entropy,0.1,0.136617,0.106002
50,auc,0.15,0.709677,1.0
50,accuracy,0.15,0.96875,1.0
50,cross_entropy,0.15,0.148161,0.099806
51,auc,0.05,0.0,0.0
51,accuracy,0.05,1.0,1.0
51,cross_entropy,0.05,0.080278,0.078826
51,auc,0.075,0.0,0.0
51,accuracy,0.075,1.0,1.0
51,cross_entropy,0.075,0.077242,0.080957
51,auc,0.1,0.0,0.0
51,accuracy,0.1,1.0,1.0
51,cross_entropy,0.1,0.073281,0.085838
51,auc,0.15,0.0,0.0
51,accuracy,0.15,1.0,1.0
51,cross_entropy,0.15,0.074579,0.085933
52,auc,0.05,0.322581,1.0
52,accuracy,0.05,0.96875,0.96875
52,cross_entropy,0.05,0.180093,0.130162
52,auc,0.075,0.193548,1.0
52,accuracy,0.075,0.96875,0.96875
52,cross_entropy,0.075,0.183239,0.127916
52,auc,0.1,0.16129,1.0
52,accuracy,0.1,0.96875,0.96875
52,cross_entropy,0.1,0.179175,0.13291
52,auc,0.15,0.032258,1.0
52,accuracy,0.15,0.96875,1.0
52,cross_entropy,0.15,0.184637,0.133618
53,auc,0.05,0.0,0.0
53,accuracy,0.05,1.0,1.0
53,cross_entropy,0.05,0.059684,0.062028
53,auc,0.075,0.0,0.0
53,accuracy,0.075,1.0,1.0
53,cross_entropy,0.075,0.063413,0.059204
53,auc,0.1,0.0,0.0
53,accuracy,0.1,1.0,1.0
53,cross_entropy,0.1,0.063911,0.058215
53,auc,0.15,0.0,0.0
53,accuracy,0.15,1.0,1.0
53,cross_entropy,0.15,0.061979,0.060852
54,auc,0.05,0.0,0.0
54,accuracy,0.05,1.0,1.0
54,cross_entropy,0.05,0.075059,0.113666
54,auc,0.075,0.0,0.0
54,accuracy,0.075,1.0,1.0
54,cross_entropy,0.075,0.071873,0.116
54,auc,0.1,0.0,0.0
54,accuracy,0.1,1.0,1.0
54,cross_entropy,0.1,0.069632,0.122016
54,auc,0.15,0.0,0.0
54,accuracy,0.15,1.0,1.0
54,cross_entropy,0.15,0.067163,0.126963
55,auc,0.05,0.967742,1.0
55,accuracy,0.05,0.96875,1.0
55,cross_entropy,0.05,0.132458,0.115911
55,auc,0.075,0.935484,1.0
55,accuracy,0.075,0.96875,1.0
55,cross_entropy,0.075,0.140189,0.113229
55,auc,0.1,0.967742,1.0
55,accuracy,0.1,0.96875,1.0
55,cross_entropy,0.1,0.139751,0.116552
55,auc,0.15,1.0,1.0
55,accuracy,0.15,0.96875,1.0
55,cross_entropy,0.15,0.130559,0.123131
56,auc,0.05,1.0,0.935484
56,accuracy,0.05,0.96875,0.96875
56,cross_entropy,0.05,0.107505,0.138942
56,auc,0.075,1.0,0.935484
56,accuracy,0.075,0.96875,0.96875
56,cross_entropy,0.075,0.113929,0.13385
56,auc,0.1,1.0,0.967742
56,accuracy,0.1,0.96875,0.96875
56,cross_entropy,0.1,0.120409,0.131769
56,auc,0.15,1.0,0.967742
56,accuracy,0.15,0.96875,0.96875
56,cross_entropy,0.15,0.129927,0.130542
57,auc,0.05,0.870968,1.0
57,accuracy,0.05,0.96875,0.96875
57,cross_entropy,0.05,0.138106,0.112564
57,auc,0.075,0.935484,1.0
57,accuracy,0.075,0.96875,0.96875
57,cross_entropy,0.075,0.135272,0.117464
57,auc,0.1,0.935484,1.0
57,accuracy,0.1,0.96875,0.96875
57,cross_entropy,0.1,0.134375,0.122141
57,auc,0.15,0.967742,1.0
57,accuracy,0.15,0.96875,0.96875
57,cross_entropy,0.15,0.12806,0.134007
58,auc,0.05,1.0,1.0
58,accuracy,0.05,0.96875,0.96875
58,cross_entropy,0.05,0.110448,0.116936
58,auc,0.075,1.0,1.0
58,accuracy,0.075,0.96875,0.96875
58,cross_entropy,0.075,0.11884,0.108302
