batch_index,metric,area,comp,suff
0,auc,0.05,0.0,0.0
0,accuracy,0.05,1.0,1.0
0,cross_entropy,0.05,0.085454,0.089892
0,auc,0.075,0.0,0.0
0,accuracy,0.075,1.0,1.0
0,cross_entropy,0.075,0.083315,0.092149
0,auc,0.1,0.0,0.0
0,accuracy,0.1,1.0,1.0
0,cross_entropy,0.1,0.079887,0.096661
0,auc,0.15,0.0,0.0
0,accuracy,0.15,1.0,1.0
0,cross_entropy,0.15,0.076726,0.103274
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.080303,0.087893
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.076977,0.091364
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.074417,0.094747
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.07294,0.098354
2,auc,0.05,0.0,0.0
2,accuracy,0.05,1.0,1.0
2,cross_entropy,0.05,0.072696,0.076586
2,auc,0.075,0.0,0.0
2,accuracy,0.075,1.0,1.0
2,cross_entropy,0.075,0.071574,0.078187
2,auc,0.1,0.0,0.0
2,accuracy,0.1,1.0,1.0
2,cross_entropy,0.1,0.070639,0.080372
2,auc,0.15,0.0,0.0
2,accuracy,0.15,1.0,1.0
2,cross_entropy,0.15,0.069796,0.082938
3,auc,0.05,0.0,0.0
3,accuracy,0.05,1.0,1.0
3,cross_entropy,0.05,0.086047,0.079538
3,auc,0.075,0.0,0.0
3,accuracy,0.075,1.0,1.0
3,cross_entropy,0.075,0.081883,0.082327
3,auc,0.1,0.0,0.0
3,accuracy,0.1,1.0,1.0
3,cross_entropy,0.1,0.080056,0.085557
3,auc,0.15,0.0,0.0
3,accuracy,0.15,1.0,1.0
3,cross_entropy,0.15,0.076077,0.092167
4,auc,0.05,0.0,0.0
4,accuracy,0.05,1.0,1.0
4,cross_entropy,0.05,0.077728,0.094785
4,auc,0.075,0.0,0.0
4,accuracy,0.075,1.0,1.0
4,cross_entropy,0.075,0.075733,0.097365
4,auc,0.1,0.0,0.0
4,accuracy,0.1,1.0,1.0
4,cross_entropy,0.1,0.073115,0.100517
4,auc,0.15,0.0,0.0
4,accuracy,0.15,1.0,1.0
