batch_index,metric,area,comp,suff
0,auc,0.05,0.0,0.0
0,accuracy,0.05,1.0,1.0
0,cross_entropy,0.05,0.079376,0.084822
0,auc,0.075,0.0,0.0
0,accuracy,0.075,1.0,1.0
0,cross_entropy,0.075,0.077048,0.087792
0,auc,0.1,0.0,0.0
0,accuracy,0.1,1.0,1.0
0,cross_entropy,0.1,0.07384,0.092115
0,auc,0.15,0.0,0.0
0,accuracy,0.15,1.0,1.0
0,cross_entropy,0.15,0.073822,0.094224
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.078134,0.085177
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.076492,0.087321
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.075475,0.089141
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.073334,0.093413
2,auc,0.05,1.0,1.0
2,accuracy,0.05,0.96875,0.96875
2,cross_entropy,0.05,0.13128,0.12285
2,auc,0.075,1.0,1.0
2,accuracy,0.075,0.96875,0.96875
2,cross_entropy,0.075,0.134928,0.124511
2,auc,0.1,1.0,1.0
2,accuracy,0.1,0.96875,0.96875
2,cross_entropy,0.1,0.134463,0.126698
2,auc,0.15,1.0,1.0
2,accuracy,0.15,0.96875,0.96875
2,cross_entropy,0.15,0.132529,0.132354
3,auc,0.05,0.0,0.0
3,accuracy,0.05,1.0,1.0
3,cross_entropy,0.05,0.07626,0.078661
3,auc,0.075,0.0,0.0
3,accuracy,0.075,1.0,1.0
3,cross_entropy,0.075,0.075675,0.080013
3,auc,0.1,0.0,0.0
3,accuracy,0.1,1.0,1.0
3,cross_entropy,0.1,0.074945,0.082178
3,auc,0.15,0.0,0.0
3,accuracy,0.15,1.0,1.0
3,cross_entropy,0.15,0.072649,0.08789
4,auc,0.05,0.983333,0.966667
4,accuracy,0.05,0.9375,0.9375
4,cross_entropy,0.05,0.146622,0.184815
4,auc,0.075,1.0,0.966667
4,accuracy,0.075,0.9375,0.9375
4,cross_entropy,0.075,0.156009,0.174604
4,auc,0.1,0.983333,0.966667
4,accuracy,0.1,0.9375,0.9375
4,cross_entropy,0.1,0.159031,0.172228
4,auc,0.15,0.983333,0.983333
