batch_index,metric,area,comp,suff
0,auc,0.05,1.0,1.0
0,accuracy,0.05,0.96875,0.96875
0,cross_entropy,0.05,0.102317,0.11966
0,auc,0.075,1.0,1.0
0,accuracy,0.075,0.96875,0.96875
0,cross_entropy,0.075,0.108558,0.111988
0,auc,0.1,1.0,1.0
0,accuracy,0.1,0.96875,0.96875
0,cross_entropy,0.1,0.112429,0.109119
0,auc,0.15,1.0,1.0
0,accuracy,0.15,0.96875,1.0
0,cross_entropy,0.15,0.122214,0.105671
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.066583,0.083276
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.064593,0.086245
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.064238,0.08819
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.06513,0.091029
2,auc,0.05,1.0,1.0
2,accuracy,0.05,0.96875,0.96875
2,cross_entropy,0.05,0.129495,0.107677
2,auc,0.075,0.935484,1.0
2,accuracy,0.075,0.96875,0.96875
2,cross_entropy,0.075,0.140628,0.102295
2,auc,0.1,0.83871,1.0
2,accuracy,0.1,0.96875,1.0
2,cross_entropy,0.1,0.145342,0.101358
2,auc,0.15,0.83871,1.0
2,accuracy,0.15,0.96875,1.0
2,cross_entropy,0.15,0.145169,0.103515
3,auc,0.05,1.0,1.0
3,accuracy,0.05,0.96875,0.96875
3,cross_entropy,0.05,0.106087,0.11903
3,auc,0.075,1.0,1.0
3,accuracy,0.075,0.96875,0.96875
3,cross_entropy,0.075,0.109408,0.115872
3,auc,0.1,1.0,1.0
3,accuracy,0.1,0.96875,0.96875
3,cross_entropy,0.1,0.111946,0.113337
3,auc,0.15,1.0,1.0
3,accuracy,0.15,0.96875,0.96875
3,cross_entropy,0.15,0.119373,0.108824
4,auc,0.05,1.0,1.0
4,accuracy,0.05,0.9375,0.9375
4,cross_entropy,0.05,0.160371,0.180204
4,auc,0.075,1.0,1.0
4,accuracy,0.075,0.9375,0.9375
4,cross_entropy,0.075,0.168953,0.172137
4,auc,0.1,1.0,1.0
4,accuracy,0.1,0.9375,0.9375
4,cross_entropy,0.1,0.176221,0.168344
4,auc,0.15,1.0,1.0
4,accuracy,0.15,0.9375,0.9375
4,cross_entropy,0.15,0.187797,0.165234
5,auc,0.05,0.0,0.0
5,accuracy,0.05,1.0,1.0
5,cross_entropy,0.05,0.090952,0.092504
5,auc,0.075,0.0,0.0
5,accuracy,0.075,1.0,1.0
5,cross_entropy,0.075,0.08413,0.101088
5,auc,0.1,0.0,0.0
5,accuracy,0.1,1.0,1.0
5,cross_entropy,0.1,0.079559,0.108179
5,auc,0.15,0.0,0.0
5,accuracy,0.15,1.0,1.0
5,cross_entropy,0.15,0.074741,0.117573
6,auc,0.05,0.0,0.0
6,accuracy,0.05,1.0,1.0
6,cross_entropy,0.05,0.093467,0.083372
6,auc,0.075,0.0,0.0
6,accuracy,0.075,1.0,1.0
6,cross_entropy,0.075,0.084592,0.086794
6,auc,0.1,0.0,0.0
6,accuracy,0.1,1.0,1.0
6,cross_entropy,0.1,0.079793,0.089534
6,auc,0.15,0.0,0.0
6,accuracy,0.15,1.0,1.0
6,cross_entropy,0.15,0.07416,0.093798
7,auc,0.05,0.0,0.0
7,accuracy,0.05,1.0,1.0
7,cross_entropy,0.05,0.072212,0.077189
7,auc,0.075,0.0,0.0
7,accuracy,0.075,1.0,1.0
7,cross_entropy,0.075,0.069064,0.079976
7,auc,0.1,0.0,0.0
7,accuracy,0.1,1.0,1.0
7,cross_entropy,0.1,0.066618,0.082174
7,auc,0.15,0.0,0.0
7,accuracy,0.15,1.0,1.0
7,cross_entropy,0.15,0.066053,0.084514
8,auc,0.05,1.0,0.935484
8,accuracy,0.05,0.96875,0.96875
8,cross_entropy,0.05,0.117583,0.149858
8,auc,0.075,1.0,0.935484
8,accuracy,0.075,0.96875,0.96875
8,cross_entropy,0.075,0.117035,0.15053
8,auc,0.1,1.0,0.935484
8,accuracy,0.1,0.96875,0.96875
8,cross_entropy,0.1,0.120677,0.149938
8,auc,0.15,1.0,0.967742
8,accuracy,0.15,0.96875,0.96875
8,cross_entropy,0.15,0.122994,0.153683
9,auc,0.05,0.0,0.0
9,accuracy,0.05,1.0,1.0
9,cross_entropy,0.05,0.073156,0.075502
9,auc,0.075,0.0,0.0
9,accuracy,0.075,1.0,1.0
9,cross_entropy,0.075,0.072595,0.076595
9,auc,0.1,0.0,0.0
9,accuracy,0.1,1.0,1.0
9,cross_entropy,0.1,0.07097,0.078444
9,auc,0.15,0.0,0.0
9,accuracy,0.15,1.0,1.0
9,cross_entropy,0.15,0.070669,0.079576
10,auc,0.05,1.0,1.0
10,accuracy,0.05,0.96875,0.96875
10,cross_entropy,0.05,0.10358,0.128725
10,auc,0.075,1.0,1.0
10,accuracy,0.075,0.96875,0.96875
10,cross_entropy,0.075,0.11057,0.121499
10,auc,0.1,1.0,1.0
10,accuracy,0.1,0.96875,0.96875
10,cross_entropy,0.1,0.117875,0.116269
10,auc,0.15,1.0,1.0
10,accuracy,0.15,0.96875,0.96875
10,cross_entropy,0.15,0.126068,0.111972
11,auc,0.05,1.0,0.967742
11,accuracy,0.05,1.0,0.96875
11,cross_entropy,0.05,0.098316,0.139229
11,auc,0.075,1.0,1.0
11,accuracy,0.075,0.96875,0.96875
11,cross_entropy,0.075,0.101236,0.127306
11,auc,0.1,1.0,1.0
11,accuracy,0.1,0.96875,0.96875
11,cross_entropy,0.1,0.105232,0.120975
11,auc,0.15,1.0,1.0
11,accuracy,0.15,0.96875,0.96875
11,cross_entropy,0.15,0.117489,0.111311
12,auc,0.05,0.0,0.0
12,accuracy,0.05,1.0,1.0
12,cross_entropy,0.05,0.067507,0.081224
12,auc,0.075,0.0,0.0
12,accuracy,0.075,1.0,1.0
12,cross_entropy,0.075,0.066524,0.082762
12,auc,0.1,0.0,0.0
12,accuracy,0.1,1.0,1.0
12,cross_entropy,0.1,0.066189,0.083207
12,auc,0.15,0.0,0.0
12,accuracy,0.15,1.0,1.0
12,cross_entropy,0.15,0.067283,0.081532
13,auc,0.05,1.0,1.0
13,accuracy,0.05,0.96875,0.96875
13,cross_entropy,0.05,0.113245,0.128335
13,auc,0.075,1.0,1.0
13,accuracy,0.075,0.96875,0.96875
13,cross_entropy,0.075,0.114695,0.129304
13,auc,0.1,1.0,1.0
13,accuracy,0.1,0.96875,0.96875
13,cross_entropy,0.1,0.119162,0.127971
13,auc,0.15,1.0,1.0
13,accuracy,0.15,0.96875,1.0
13,cross_entropy,0.15,0.127359,0.125738
14,auc,0.05,1.0,0.935484
14,accuracy,0.05,0.96875,0.96875
14,cross_entropy,0.05,0.107647,0.145652
14,auc,0.075,1.0,0.935484
14,accuracy,0.075,0.96875,0.96875
14,cross_entropy,0.075,0.109535,0.143444
14,auc,0.1,1.0,0.935484
14,accuracy,0.1,0.96875,0.96875
14,cross_entropy,0.1,0.109936,0.144207
14,auc,0.15,1.0,0.935484
14,accuracy,0.15,0.96875,0.96875
14,cross_entropy,0.15,0.113789,0.144214
15,auc,0.05,0.0,0.0
15,accuracy,0.05,1.0,1.0
15,cross_entropy,0.05,0.0871,0.08635
15,auc,0.075,0.0,0.0
15,accuracy,0.075,1.0,1.0
15,cross_entropy,0.075,0.081977,0.092497
15,auc,0.1,0.0,0.0
15,accuracy,0.1,1.0,1.0
15,cross_entropy,0.1,0.077904,0.09803
15,auc,0.15,0.0,0.0
15,accuracy,0.15,1.0,1.0
15,cross_entropy,0.15,0.074499,0.104222
16,auc,0.05,0.0,0.0
16,accuracy,0.05,1.0,1.0
16,cross_entropy,0.05,0.074354,0.088986
16,auc,0.075,0.0,0.0
16,accuracy,0.075,1.0,1.0
16,cross_entropy,0.075,0.069985,0.094738
16,auc,0.1,0.0,0.0
16,accuracy,0.1,1.0,1.0
16,cross_entropy,0.1,0.066971,0.09933
16,auc,0.15,0.0,0.0
16,accuracy,0.15,1.0,1.0
16,cross_entropy,0.15,0.064819,0.103647
17,auc,0.05,0.0,0.0
17,accuracy,0.05,1.0,1.0
17,cross_entropy,0.05,0.082009,0.080728
17,auc,0.075,0.0,0.0
17,accuracy,0.075,1.0,1.0
17,cross_entropy,0.075,0.080189,0.082622
17,auc,0.1,0.0,0.0
17,accuracy,0.1,1.0,1.0
17,cross_entropy,0.1,0.077258,0.086016
17,auc,0.15,0.0,0.0
17,accuracy,0.15,1.0,1.0
17,cross_entropy,0.15,0.073076,0.091377
18,auc,0.05,0.0,0.0
18,accuracy,0.05,1.0,1.0
18,cross_entropy,0.05,0.080625,0.096536
18,auc,0.075,0.0,0.0
18,accuracy,0.075,1.0,1.0
18,cross_entropy,0.075,0.07596,0.101229
18,auc,0.1,0.0,0.0
18,accuracy,0.1,1.0,1.0
18,cross_entropy,0.1,0.074508,0.10319
18,auc,0.15,0.0,0.0
18,accuracy,0.15,1.0,1.0
18,cross_entropy,0.15,0.071305,0.107925
19,auc,0.05,1.0,1.0
19,accuracy,0.05,0.96875,0.96875
19,cross_entropy,0.05,0.108017,0.140454
19,auc,0.075,1.0,1.0
19,accuracy,0.075,0.96875,0.96875
19,cross_entropy,0.075,0.108955,0.140204
19,auc,0.1,1.0,1.0
19,accuracy,0.1,0.96875,0.96875
19,cross_entropy,0.1,0.112908,0.136662
19,auc,0.15,1.0,1.0
19,accuracy,0.15,0.96875,0.96875
19,cross_entropy,0.15,0.121385,0.131595
20,auc,0.05,0.0,0.0
20,accuracy,0.05,1.0,1.0
20,cross_entropy,0.05,0.079951,0.085496
20,auc,0.075,0.0,0.0
20,accuracy,0.075,1.0,1.0
20,cross_entropy,0.075,0.079982,0.088377
20,auc,0.1,0.0,0.0
20,accuracy,0.1,1.0,1.0
20,cross_entropy,0.1,0.078481,0.090829
20,auc,0.15,0.0,0.0
20,accuracy,0.15,1.0,1.0
20,cross_entropy,0.15,0.076773,0.096343
21,auc,0.05,0.967742,1.0
21,accuracy,0.05,0.96875,0.96875
21,cross_entropy,0.05,0.129916,0.117946
21,auc,0.075,0.935484,1.0
21,accuracy,0.075,0.96875,0.96875
21,cross_entropy,0.075,0.133301,0.115787
21,auc,0.1,0.903226,1.0
21,accuracy,0.1,0.96875,0.96875
21,cross_entropy,0.1,0.136153,0.112808
21,auc,0.15,0.935484,1.0
21,accuracy,0.15,0.96875,0.96875
21,cross_entropy,0.15,0.137958,0.112112
22,auc,0.05,0.716667,1.0
22,accuracy,0.05,0.9375,0.96875
22,cross_entropy,0.05,0.22882,0.111073
22,auc,0.075,0.666667,1.0
22,accuracy,0.075,0.9375,0.96875
22,cross_entropy,0.075,0.230112,0.116865
22,auc,0.1,0.666667,1.0
22,accuracy,0.1,0.9375,1.0
22,cross_entropy,0.1,0.230624,0.120188
22,auc,0.15,0.633333,1.0
22,accuracy,0.15,0.9375,1.0
22,cross_entropy,0.15,0.231834,0.129798
23,auc,0.05,1.0,0.903226
23,accuracy,0.05,0.96875,0.96875
23,cross_entropy,0.05,0.14208,0.158862
23,auc,0.075,1.0,0.935484
23,accuracy,0.075,0.96875,0.96875
23,cross_entropy,0.075,0.13886,0.158769
23,auc,0.1,1.0,0.967742
23,accuracy,0.1,0.96875,0.96875
23,cross_entropy,0.1,0.137963,0.160242
23,auc,0.15,0.935484,0.967742
23,accuracy,0.15,0.96875,0.96875
23,cross_entropy,0.15,0.145764,0.159645
24,auc,0.05,0.0,0.0
24,accuracy,0.05,1.0,1.0
24,cross_entropy,0.05,0.090059,0.105897
24,auc,0.075,0.0,0.0
24,accuracy,0.075,1.0,1.0
24,cross_entropy,0.075,0.084365,0.114749
24,auc,0.1,0.0,0.0
24,accuracy,0.1,1.0,1.0
24,cross_entropy,0.1,0.080619,0.121932
24,auc,0.15,0.0,0.0
24,accuracy,0.15,1.0,1.0
24,cross_entropy,0.15,0.075295,0.129044
25,auc,0.05,0.0,0.0
25,accuracy,0.05,1.0,1.0
25,cross_entropy,0.05,0.073484,0.091547
25,auc,0.075,0.0,0.0
25,accuracy,0.075,1.0,1.0
25,cross_entropy,0.075,0.071058,0.094196
25,auc,0.1,0.0,0.0
25,accuracy,0.1,1.0,1.0
25,cross_entropy,0.1,0.070675,0.095043
25,auc,0.15,0.0,0.0
25,accuracy,0.15,1.0,1.0
25,cross_entropy,0.15,0.070993,0.095793
26,auc,0.05,1.0,1.0
26,accuracy,0.05,0.96875,0.96875
26,cross_entropy,0.05,0.12504,0.116558
26,auc,0.075,0.967742,1.0
26,accuracy,0.075,0.96875,0.96875
26,cross_entropy,0.075,0.134731,0.11151
26,auc,0.1,0.903226,1.0
26,accuracy,0.1,0.96875,1.0
26,cross_entropy,0.1,0.142129,0.110424
