batch_index,metric,area,comp,suff
0,auc,0.05,0.0,0.0
0,accuracy,0.05,1.0,1.0
0,cross_entropy,0.05,0.067837,0.089276
0,auc,0.075,0.0,0.0
0,accuracy,0.075,1.0,1.0
0,cross_entropy,0.075,0.06707,0.0903
0,auc,0.1,0.0,0.0
0,accuracy,0.1,1.0,1.0
0,cross_entropy,0.1,0.06724,0.091664
0,auc,0.15,0.0,0.0
0,accuracy,0.15,1.0,1.0
0,cross_entropy,0.15,0.067303,0.093989
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.076666,0.095216
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.073097,0.101974
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.070912,0.108585
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.070647,0.112317
2,auc,0.05,0.0,0.0
2,accuracy,0.05,1.0,1.0
2,cross_entropy,0.05,0.061305,0.070191
2,auc,0.075,0.0,0.0
2,accuracy,0.075,1.0,1.0
2,cross_entropy,0.075,0.063734,0.068589
2,auc,0.1,0.0,0.0
2,accuracy,0.1,1.0,1.0
2,cross_entropy,0.1,0.067234,0.065566
2,auc,0.15,0.0,0.0
2,accuracy,0.15,1.0,1.0
2,cross_entropy,0.15,0.06877,0.065253
3,auc,0.05,1.0,1.0
3,accuracy,0.05,0.96875,0.96875
3,cross_entropy,0.05,0.10479,0.106191
3,auc,0.075,1.0,1.0
3,accuracy,0.075,0.96875,0.96875
3,cross_entropy,0.075,0.112353,0.100871
3,auc,0.1,1.0,1.0
3,accuracy,0.1,0.96875,1.0
3,cross_entropy,0.1,0.122408,0.095149
3,auc,0.15,1.0,1.0
3,accuracy,0.15,0.96875,1.0
3,cross_entropy,0.15,0.128023,0.094706
4,auc,0.05,1.0,1.0
4,accuracy,0.05,0.96875,0.96875
4,cross_entropy,0.05,0.134156,0.119801
4,auc,0.075,0.935484,1.0
4,accuracy,0.075,0.96875,0.96875
4,cross_entropy,0.075,0.141505,0.118007
4,auc,0.1,0.83871,1.0
4,accuracy,0.1,0.96875,1.0
4,cross_entropy,0.1,0.146847,0.117973
4,auc,0.15,0.677419,1.0
4,accuracy,0.15,0.96875,1.0
