batch_index,metric,area,comp,suff
0,auc,0.05,0.0,0.0
0,accuracy,0.05,0.96875,1.0
0,cross_entropy,0.05,0.115595,0.071653
0,auc,0.075,0.0,0.0
0,accuracy,0.075,0.96875,1.0
0,cross_entropy,0.075,0.11268,0.071539
0,auc,0.1,0.0,0.0
0,accuracy,0.1,1.0,1.0
0,cross_entropy,0.1,0.110105,0.070229
0,auc,0.15,0.0,0.0
0,accuracy,0.15,1.0,1.0
0,cross_entropy,0.15,0.104894,0.071019
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.125714,0.074025
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.12217,0.077114
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.120212,0.078734
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.11774,0.085833
2,auc,0.05,0.0,0.0
2,accuracy,0.05,1.0,1.0
2,cross_entropy,0.05,0.072519,0.075594
2,auc,0.075,0.0,0.0
2,accuracy,0.075,1.0,1.0
2,cross_entropy,0.075,0.071691,0.074799
2,auc,0.1,0.0,0.0
2,accuracy,0.1,1.0,1.0
2,cross_entropy,0.1,0.071172,0.073354
2,auc,0.15,0.0,0.0
2,accuracy,0.15,1.0,1.0
2,cross_entropy,0.15,0.071365,0.073786
3,auc,0.05,0.0,0.0
3,accuracy,0.05,1.0,1.0
3,cross_entropy,0.05,0.086392,0.073337
3,auc,0.075,0.0,0.0
3,accuracy,0.075,1.0,1.0
3,cross_entropy,0.075,0.083666,0.073119
3,auc,0.1,0.0,0.0
3,accuracy,0.1,1.0,1.0
3,cross_entropy,0.1,0.083072,0.073289
3,auc,0.15,0.0,0.0
3,accuracy,0.15,1.0,1.0
3,cross_entropy,0.15,0.081337,0.07381
4,auc,0.05,0.0,0.0
4,accuracy,0.05,1.0,1.0
4,cross_entropy,0.05,0.13547,0.077916
4,auc,0.075,0.0,0.0
4,accuracy,0.075,1.0,1.0
4,cross_entropy,0.075,0.13054,0.07814
4,auc,0.1,0.0,0.0
4,accuracy,0.1,1.0,1.0
4,cross_entropy,0.1,0.125676,0.079094
4,auc,0.15,0.0,0.0
4,accuracy,0.15,1.0,1.0
4,cross_entropy,0.15,0.125692,0.084791
5,auc,0.05,1.0,0.833333
5,accuracy,0.05,0.96875,0.9375
5,cross_entropy,0.05,0.158599,0.224713
5,auc,0.075,1.0,0.833333
5,accuracy,0.075,0.96875,0.9375
5,cross_entropy,0.075,0.159721,0.220215
5,auc,0.1,1.0,0.916667
5,accuracy,0.1,0.96875,0.9375
5,cross_entropy,0.1,0.15573,0.214512
5,auc,0.15,1.0,0.866667
5,accuracy,0.15,0.96875,0.9375
5,cross_entropy,0.15,0.159902,0.212932
6,auc,0.05,0.0,0.0
6,accuracy,0.05,1.0,1.0
6,cross_entropy,0.05,0.124735,0.075139
6,auc,0.075,0.0,0.0
6,accuracy,0.075,1.0,1.0
6,cross_entropy,0.075,0.122472,0.078686
6,auc,0.1,0.0,0.0
6,accuracy,0.1,1.0,1.0
6,cross_entropy,0.1,0.11657,0.078249
6,auc,0.15,0.0,0.0
6,accuracy,0.15,1.0,1.0
