batch_index,metric,area,comp,suff
0,auc,0.05,0.0,0.0
0,accuracy,0.05,1.0,1.0
0,cross_entropy,0.05,0.085224,0.097049
0,auc,0.075,0.0,0.0
0,accuracy,0.075,1.0,1.0
0,cross_entropy,0.075,0.079014,0.102078
0,auc,0.1,0.0,0.0
0,accuracy,0.1,1.0,1.0
0,cross_entropy,0.1,0.074401,0.110459
0,auc,0.15,0.0,0.0
0,accuracy,0.15,1.0,1.0
0,cross_entropy,0.15,0.071541,0.116563
1,auc,0.05,0.870968,1.0
1,accuracy,0.05,0.96875,1.0
1,cross_entropy,0.05,0.142866,0.119117
1,auc,0.075,0.645161,1.0
1,accuracy,0.075,0.96875,1.0
1,cross_entropy,0.075,0.149265,0.119026
1,auc,0.1,0.645161,1.0
1,accuracy,0.1,0.96875,1.0
1,cross_entropy,0.1,0.149994,0.126104
1,auc,0.15,0.645161,1.0
1,accuracy,0.15,0.96875,1.0
1,cross_entropy,0.15,0.146983,0.138992
2,auc,0.05,0.0,0.0
2,accuracy,0.05,1.0,1.0
2,cross_entropy,0.05,0.074475,0.095874
2,auc,0.075,0.0,0.0
2,accuracy,0.075,1.0,1.0
2,cross_entropy,0.075,0.072686,0.09747
2,auc,0.1,0.0,0.0
2,accuracy,0.1,1.0,1.0
2,cross_entropy,0.1,0.070376,0.10155
2,auc,0.15,0.0,0.0
2,accuracy,0.15,1.0,1.0
2,cross_entropy,0.15,0.068507,0.106762
3,auc,0.05,0.0,0.0
3,accuracy,0.05,1.0,1.0
3,cross_entropy,0.05,0.069614,0.076982
3,auc,0.075,0.0,0.0
3,accuracy,0.075,1.0,1.0
3,cross_entropy,0.075,0.069734,0.075254
3,auc,0.1,0.0,0.0
3,accuracy,0.1,1.0,1.0
3,cross_entropy,0.1,0.067541,0.07771
3,auc,0.15,0.0,0.0
3,accuracy,0.15,1.0,1.0
3,cross_entropy,0.15,0.067814,0.078894
4,auc,0.05,1.0,0.83871
4,accuracy,0.05,0.96875,0.96875
4,cross_entropy,0.05,0.136067,0.158031
4,auc,0.075,1.0,0.870968
4,accuracy,0.075,0.96875,0.96875
4,cross_entropy,0.075,0.133325,0.159121
4,auc,0.1,0.967742,0.967742
4,accuracy,0.1,0.96875,0.96875
4,cross_entropy,0.1,0.137342,0.157703
4,auc,0.15,0.903226,0.967742
