batch_index,metric,area,comp,suff
0,auc,0.05,1.0,0.935484
0,accuracy,0.05,0.96875,0.96875
0,cross_entropy,0.05,0.11725,0.147311
0,auc,0.075,1.0,1.0
0,accuracy,0.075,0.96875,0.96875
0,cross_entropy,0.075,0.12357,0.142812
0,auc,0.1,1.0,1.0
0,accuracy,0.1,0.96875,0.96875
0,cross_entropy,0.1,0.12764,0.139557
0,auc,0.15,0.967742,1.0
0,accuracy,0.15,0.96875,0.96875
0,cross_entropy,0.15,0.133719,0.135945
1,auc,0.05,1.0,1.0
1,accuracy,0.05,0.96875,1.0
1,cross_entropy,0.05,0.104055,0.12189
1,auc,0.075,1.0,1.0
1,accuracy,0.075,0.96875,1.0
1,cross_entropy,0.075,0.114811,0.116587
1,auc,0.1,1.0,1.0
1,accuracy,0.1,0.96875,1.0
1,cross_entropy,0.1,0.121199,0.115326
1,auc,0.15,1.0,1.0
1,accuracy,0.15,0.96875,1.0
1,cross_entropy,0.15,0.12891,0.112768
2,auc,0.05,0.0,0.0
2,accuracy,0.05,1.0,1.0
2,cross_entropy,0.05,0.065686,0.08416
2,auc,0.075,0.0,0.0
2,accuracy,0.075,1.0,1.0
2,cross_entropy,0.075,0.06558,0.08319
2,auc,0.1,0.0,0.0
2,accuracy,0.1,1.0,1.0
2,cross_entropy,0.1,0.064659,0.086754
2,auc,0.15,0.0,0.0
2,accuracy,0.15,1.0,1.0
2,cross_entropy,0.15,0.065299,0.089177
3,auc,0.05,0.0,0.0
3,accuracy,0.05,1.0,1.0
3,cross_entropy,0.05,0.068425,0.089233
3,auc,0.075,0.0,0.0
3,accuracy,0.075,1.0,1.0
3,cross_entropy,0.075,0.067257,0.091577
3,auc,0.1,0.0,0.0
3,accuracy,0.1,1.0,1.0
3,cross_entropy,0.1,0.067201,0.093854
3,auc,0.15,0.0,0.0
3,accuracy,0.15,1.0,1.0
3,cross_entropy,0.15,0.067186,0.09697
4,auc,0.05,0.0,0.0
4,accuracy,0.05,1.0,1.0
4,cross_entropy,0.05,0.067102,0.084031
4,auc,0.075,0.0,0.0
4,accuracy,0.075,1.0,1.0
4,cross_entropy,0.075,0.066436,0.086516
4,auc,0.1,0.0,0.0
4,accuracy,0.1,1.0,1.0
4,cross_entropy,0.1,0.064368,0.088813
4,auc,0.15,0.0,0.0
4,accuracy,0.15,1.0,1.0
4,cross_entropy,0.15,0.062935,0.091234
5,auc,0.05,1.0,1.0
5,accuracy,0.05,0.96875,1.0
5,cross_entropy,0.05,0.113259,0.091493
5,auc,0.075,1.0,1.0
5,accuracy,0.075,0.96875,1.0
5,cross_entropy,0.075,0.12005,0.093846
5,auc,0.1,1.0,1.0
5,accuracy,0.1,0.96875,1.0
5,cross_entropy,0.1,0.124585,0.095826
5,auc,0.15,1.0,1.0
5,accuracy,0.15,0.96875,1.0
5,cross_entropy,0.15,0.128774,0.100835
6,auc,0.05,0.935484,1.0
6,accuracy,0.05,0.96875,0.96875
6,cross_entropy,0.05,0.134441,0.112095
6,auc,0.075,0.935484,1.0
6,accuracy,0.075,0.96875,0.96875
6,cross_entropy,0.075,0.138147,0.110951
6,auc,0.1,0.935484,1.0
6,accuracy,0.1,0.96875,0.96875
6,cross_entropy,0.1,0.142033,0.111725
6,auc,0.15,0.935484,1.0
6,accuracy,0.15,0.96875,0.96875
6,cross_entropy,0.15,0.138461,0.119828
7,auc,0.05,0.0,0.0
7,accuracy,0.05,1.0,1.0
7,cross_entropy,0.05,0.088045,0.117269
7,auc,0.075,0.0,0.0
7,accuracy,0.075,1.0,1.0
7,cross_entropy,0.075,0.084021,0.123585
7,auc,0.1,0.0,0.0
7,accuracy,0.1,1.0,1.0
7,cross_entropy,0.1,0.081285,0.127588
7,auc,0.15,0.0,0.0
7,accuracy,0.15,1.0,1.0
7,cross_entropy,0.15,0.078042,0.135998
8,auc,0.05,0.966667,1.0
8,accuracy,0.05,0.9375,0.96875
8,cross_entropy,0.05,0.184679,0.124839
8,auc,0.075,1.0,1.0
8,accuracy,0.075,0.9375,1.0
8,cross_entropy,0.075,0.197378,0.121462
8,auc,0.1,0.983333,1.0
8,accuracy,0.1,0.9375,1.0
8,cross_entropy,0.1,0.19886,0.123325
8,auc,0.15,0.966667,1.0
8,accuracy,0.15,0.9375,1.0
8,cross_entropy,0.15,0.207972,0.127062
9,auc,0.05,1.0,0.935484
9,accuracy,0.05,0.96875,0.96875
9,cross_entropy,0.05,0.113683,0.133135
9,auc,0.075,0.967742,1.0
9,accuracy,0.075,0.96875,0.96875
9,cross_entropy,0.075,0.119849,0.125971
9,auc,0.1,0.967742,1.0
9,accuracy,0.1,0.96875,0.96875
9,cross_entropy,0.1,0.123645,0.123993
9,auc,0.15,0.967742,1.0
9,accuracy,0.15,0.96875,0.96875
9,cross_entropy,0.15,0.132742,0.119732
10,auc,0.05,1.0,1.0
10,accuracy,0.05,0.96875,0.9375
10,cross_entropy,0.05,0.123332,0.152073
10,auc,0.075,1.0,1.0
10,accuracy,0.075,0.9375,0.96875
10,cross_entropy,0.075,0.143433,0.133852
10,auc,0.1,1.0,1.0
10,accuracy,0.1,0.9375,0.96875
