batch_index,metric,area,comp,suff
0,auc,0.05,1.0,0.903226
0,accuracy,0.05,0.96875,0.96875
0,cross_entropy,0.05,0.109688,0.139542
0,auc,0.075,1.0,0.967742
0,accuracy,0.075,0.96875,0.96875
0,cross_entropy,0.075,0.114691,0.13458
0,auc,0.1,1.0,1.0
0,accuracy,0.1,0.96875,0.96875
0,cross_entropy,0.1,0.121416,0.130361
0,auc,0.15,1.0,1.0
0,accuracy,0.15,0.96875,0.96875
0,cross_entropy,0.15,0.132751,0.125883
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.074019,0.08348
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.074853,0.084816
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.072955,0.088762
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.070987,0.093674
2,auc,0.05,1.0,1.0
2,accuracy,0.05,0.96875,0.96875
2,cross_entropy,0.05,0.121929,0.113214
2,auc,0.075,1.0,1.0
2,accuracy,0.075,0.96875,1.0
2,cross_entropy,0.075,0.126296,0.1135
2,auc,0.1,1.0,1.0
2,accuracy,0.1,0.96875,1.0
2,cross_entropy,0.1,0.130523,0.111843
2,auc,0.15,1.0,1.0
2,accuracy,0.15,0.96875,1.0
2,cross_entropy,0.15,0.13463,0.115226
3,auc,0.05,0.966667,1.0
3,accuracy,0.05,0.9375,0.9375
3,cross_entropy,0.05,0.18773,0.156571
3,auc,0.075,0.916667,1.0
3,accuracy,0.075,0.9375,0.96875
3,cross_entropy,0.075,0.205253,0.149685
3,auc,0.1,0.85,1.0
3,accuracy,0.1,0.9375,0.96875
3,cross_entropy,0.1,0.216889,0.144939
3,auc,0.15,0.75,1.0
3,accuracy,0.15,0.9375,0.96875
3,cross_entropy,0.15,0.228275,0.142679
4,auc,0.05,1.0,1.0
4,accuracy,0.05,0.96875,0.96875
4,cross_entropy,0.05,0.096276,0.096181
4,auc,0.075,1.0,1.0
4,accuracy,0.075,0.96875,1.0
4,cross_entropy,0.075,0.102816,0.091606
4,auc,0.1,1.0,1.0
4,accuracy,0.1,0.96875,1.0
4,cross_entropy,0.1,0.11118,0.087553
4,auc,0.15,1.0,1.0
4,accuracy,0.15,0.96875,1.0
4,cross_entropy,0.15,0.118824,0.087172
5,auc,0.05,0.0,0.0
5,accuracy,0.05,1.0,1.0
5,cross_entropy,0.05,0.074744,0.08881
5,auc,0.075,0.0,0.0
5,accuracy,0.075,1.0,1.0
5,cross_entropy,0.075,0.073838,0.091113
5,auc,0.1,0.0,0.0
5,accuracy,0.1,1.0,1.0
5,cross_entropy,0.1,0.072319,0.094446
5,auc,0.15,0.0,0.0
5,accuracy,0.15,1.0,1.0
5,cross_entropy,0.15,0.069407,0.103133
6,auc,0.05,0.0,0.0
6,accuracy,0.05,1.0,1.0
6,cross_entropy,0.05,0.070909,0.087742
6,auc,0.075,0.0,0.0
6,accuracy,0.075,1.0,1.0
6,cross_entropy,0.075,0.071299,0.088271
6,auc,0.1,0.0,0.0
6,accuracy,0.1,1.0,1.0
6,cross_entropy,0.1,0.070613,0.090874
6,auc,0.15,0.0,0.0
6,accuracy,0.15,1.0,1.0
6,cross_entropy,0.15,0.073281,0.090805
7,auc,0.05,0.0,0.0
7,accuracy,0.05,1.0,1.0
7,cross_entropy,0.05,0.068611,0.07718
7,auc,0.075,0.0,0.0
7,accuracy,0.075,1.0,1.0
7,cross_entropy,0.075,0.068057,0.07984
7,auc,0.1,0.0,0.0
7,accuracy,0.1,1.0,1.0
7,cross_entropy,0.1,0.070003,0.07953
7,auc,0.15,0.0,0.0
7,accuracy,0.15,1.0,1.0
7,cross_entropy,0.15,0.068743,0.082494
8,auc,0.05,0.0,0.0
8,accuracy,0.05,1.0,1.0
8,cross_entropy,0.05,0.08085,0.103514
8,auc,0.075,0.0,0.0
8,accuracy,0.075,1.0,1.0
8,cross_entropy,0.075,0.078036,0.109371
8,auc,0.1,0.0,0.0
8,accuracy,0.1,1.0,1.0
8,cross_entropy,0.1,0.075032,0.115805
8,auc,0.15,0.0,0.0
8,accuracy,0.15,1.0,1.0
8,cross_entropy,0.15,0.07379,0.123132
9,auc,0.05,0.0,0.0
9,accuracy,0.05,1.0,1.0
9,cross_entropy,0.05,0.070318,0.07701
9,auc,0.075,0.0,0.0
9,accuracy,0.075,1.0,1.0
9,cross_entropy,0.075,0.069432,0.077812
9,auc,0.1,0.0,0.0
9,accuracy,0.1,1.0,1.0
9,cross_entropy,0.1,0.066441,0.082429
9,auc,0.15,0.0,0.0
9,accuracy,0.15,1.0,1.0
9,cross_entropy,0.15,0.065614,0.085346
10,auc,0.05,0.0,0.0
10,accuracy,0.05,1.0,1.0
10,cross_entropy,0.05,0.072641,0.107284
10,auc,0.075,0.0,0.0
10,accuracy,0.075,1.0,1.0
10,cross_entropy,0.075,0.069476,0.116003
10,auc,0.1,0.0,0.0
10,accuracy,0.1,1.0,1.0
10,cross_entropy,0.1,0.067178,0.12267
10,auc,0.15,0.0,0.0
10,accuracy,0.15,1.0,1.0
10,cross_entropy,0.15,0.067954,0.125596
11,auc,0.05,0.935484,1.0
11,accuracy,0.05,0.96875,0.96875
11,cross_entropy,0.05,0.132082,0.097616
11,auc,0.075,0.870968,1.0
11,accuracy,0.075,0.96875,1.0
11,cross_entropy,0.075,0.139612,0.094541
11,auc,0.1,0.774194,1.0
11,accuracy,0.1,0.96875,1.0
11,cross_entropy,0.1,0.145462,0.092697
11,auc,0.15,0.806452,1.0
11,accuracy,0.15,0.96875,1.0
11,cross_entropy,0.15,0.145961,0.095092
12,auc,0.05,0.966667,1.0
12,accuracy,0.05,0.9375,1.0
12,cross_entropy,0.05,0.179985,0.104388
12,auc,0.075,0.966667,1.0
12,accuracy,0.075,0.9375,1.0
12,cross_entropy,0.075,0.191364,0.106485
12,auc,0.1,0.966667,1.0
12,accuracy,0.1,0.9375,1.0
12,cross_entropy,0.1,0.198477,0.105911
12,auc,0.15,0.916667,1.0
12,accuracy,0.15,0.9375,1.0
12,cross_entropy,0.15,0.211982,0.106464
13,auc,0.05,0.0,0.0
13,accuracy,0.05,1.0,1.0
13,cross_entropy,0.05,0.064643,0.07706
13,auc,0.075,0.0,0.0
