batch_index,metric,area,comp,suff
0,auc,0.05,1.0,0.967742
0,accuracy,0.05,1.0,0.96875
0,cross_entropy,0.05,0.099252,0.137067
0,auc,0.075,1.0,0.935484
0,accuracy,0.075,1.0,0.96875
0,cross_entropy,0.075,0.096198,0.138802
0,auc,0.1,1.0,0.935484
0,accuracy,0.1,1.0,0.96875
0,cross_entropy,0.1,0.092975,0.140899
0,auc,0.15,1.0,0.967742
0,accuracy,0.15,1.0,0.96875
0,cross_entropy,0.15,0.089363,0.142528
1,auc,0.05,0.0,0.0
1,accuracy,0.05,1.0,1.0
1,cross_entropy,0.05,0.094169,0.078411
1,auc,0.075,0.0,0.0
1,accuracy,0.075,1.0,1.0
1,cross_entropy,0.075,0.089434,0.081225
1,auc,0.1,0.0,0.0
1,accuracy,0.1,1.0,1.0
1,cross_entropy,0.1,0.085018,0.083188
1,auc,0.15,0.0,0.0
1,accuracy,0.15,1.0,1.0
1,cross_entropy,0.15,0.080166,0.086957
2,auc,0.05,1.0,0.870968
2,accuracy,0.05,0.96875,0.96875
2,cross_entropy,0.05,0.101518,0.148267
2,auc,0.075,1.0,0.967742
2,accuracy,0.075,0.96875,0.96875
2,cross_entropy,0.075,0.100012,0.147856
2,auc,0.1,1.0,0.967742
2,accuracy,0.1,0.96875,0.96875
2,cross_entropy,0.1,0.100819,0.145912
2,auc,0.15,1.0,1.0
2,accuracy,0.15,0.96875,0.96875
2,cross_entropy,0.15,0.101786,0.142066
3,auc,0.05,0.0,0.0
3,accuracy,0.05,1.0,1.0
3,cross_entropy,0.05,0.09734,0.082251
3,auc,0.075,0.0,0.0
3,accuracy,0.075,1.0,1.0
3,cross_entropy,0.075,0.092822,0.08419
3,auc,0.1,0.0,0.0
3,accuracy,0.1,1.0,1.0
3,cross_entropy,0.1,0.090155,0.085506
3,auc,0.15,0.0,0.0
3,accuracy,0.15,1.0,1.0
3,cross_entropy,0.15,0.084456,0.088833
4,auc,0.05,0.0,0.0
4,accuracy,0.05,1.0,1.0
4,cross_entropy,0.05,0.083791,0.076921
4,auc,0.075,0.0,0.0
4,accuracy,0.075,1.0,1.0
4,cross_entropy,0.075,0.079273,0.079355
4,auc,0.1,0.0,0.0
4,accuracy,0.1,1.0,1.0
4,cross_entropy,0.1,0.074127,0.082539
4,auc,0.15,0.0,0.0
4,accuracy,0.15,1.0,1.0
4,cross_entropy,0.15,0.06942,0.087257
5,auc,0.05,1.0,0.935484
5,accuracy,0.05,0.96875,0.96875
5,cross_entropy,0.05,0.102405,0.148986
5,auc,0.075,1.0,0.967742
5,accuracy,0.075,0.96875,0.96875
5,cross_entropy,0.075,0.10395,0.145489
5,auc,0.1,1.0,0.967742
5,accuracy,0.1,0.96875,0.96875
5,cross_entropy,0.1,0.103585,0.141455
5,auc,0.15,1.0,1.0
5,accuracy,0.15,0.96875,0.96875
5,cross_entropy,0.15,0.108077,0.134448
6,auc,0.05,1.0,1.0
6,accuracy,0.05,1.0,0.96875
6,cross_entropy,0.05,0.119452,0.11767
6,auc,0.075,1.0,1.0
6,accuracy,0.075,1.0,0.96875
6,cross_entropy,0.075,0.119985,0.114511
6,auc,0.1,1.0,1.0
6,accuracy,0.1,1.0,0.96875
6,cross_entropy,0.1,0.120206,0.107822
6,auc,0.15,1.0,1.0
6,accuracy,0.15,0.96875,0.96875
6,cross_entropy,0.15,0.122767,0.105194
7,auc,0.05,0.0,0.0
7,accuracy,0.05,1.0,1.0
7,cross_entropy,0.05,0.070139,0.075734
7,auc,0.075,0.0,0.0
7,accuracy,0.075,1.0,1.0
7,cross_entropy,0.075,0.069164,0.075212
7,auc,0.1,0.0,0.0
7,accuracy,0.1,1.0,1.0
7,cross_entropy,0.1,0.067424,0.076325
7,auc,0.15,0.0,0.0
7,accuracy,0.15,1.0,1.0
7,cross_entropy,0.15,0.066146,0.076573
8,auc,0.05,1.0,0.933333
8,accuracy,0.05,0.96875,0.9375
8,cross_entropy,0.05,0.116412,0.18646
8,auc,0.075,1.0,1.0
8,accuracy,0.075,0.96875,0.9375
8,cross_entropy,0.075,0.12103,0.178975
8,auc,0.1,1.0,1.0
8,accuracy,0.1,0.96875,0.9375
8,cross_entropy,0.1,0.125242,0.172993
8,auc,0.15,0.983333,1.0
8,accuracy,0.15,0.96875,0.9375
8,cross_entropy,0.15,0.132275,0.161584
9,auc,0.05,1.0,1.0
9,accuracy,0.05,0.96875,0.96875
9,cross_entropy,0.05,0.105233,0.125375
9,auc,0.075,1.0,1.0
9,accuracy,0.075,0.96875,0.96875
9,cross_entropy,0.075,0.109165,0.119981
9,auc,0.1,1.0,1.0
9,accuracy,0.1,0.96875,0.96875
9,cross_entropy,0.1,0.108304,0.120182
9,auc,0.15,1.0,1.0
9,accuracy,0.15,0.96875,0.96875
9,cross_entropy,0.15,0.111262,0.11691
10,auc,0.05,1.0,0.709677
10,accuracy,0.05,0.96875,0.96875
10,cross_entropy,0.05,0.126414,0.149595
10,auc,0.075,1.0,0.741935
10,accuracy,0.075,0.96875,0.96875
10,cross_entropy,0.075,0.124975,0.148471
10,auc,0.1,1.0,0.903226
10,accuracy,0.1,0.96875,0.96875
10,cross_entropy,0.1,0.126409,0.145318
10,auc,0.15,1.0,0.967742
10,accuracy,0.15,0.96875,0.96875
10,cross_entropy,0.15,0.128241,0.142464
11,auc,0.05,1.0,0.716667
11,accuracy,0.05,0.96875,0.9375
11,cross_entropy,0.05,0.146054,0.217746
11,auc,0.075,1.0,0.733333
11,accuracy,0.075,0.96875,0.9375
11,cross_entropy,0.075,0.143385,0.21484
11,auc,0.1,1.0,0.733333
11,accuracy,0.1,0.96875,0.9375
11,cross_entropy,0.1,0.142625,0.213514
11,auc,0.15,1.0,0.733333
11,accuracy,0.15,0.96875,0.9375
11,cross_entropy,0.15,0.139155,0.217694
12,auc,0.05,0.0,0.0
12,accuracy,0.05,1.0,1.0
12,cross_entropy,0.05,0.124487,0.084708
12,auc,0.075,0.0,0.0
12,accuracy,0.075,1.0,1.0
12,cross_entropy,0.075,0.115672,0.091474
12,auc,0.1,0.0,0.0
12,accuracy,0.1,1.0,1.0
12,cross_entropy,0.1,0.109065,0.096759
12,auc,0.15,0.0,0.0
12,accuracy,0.15,1.0,1.0
12,cross_entropy,0.15,0.100315,0.104132
13,auc,0.05,1.0,1.0
13,accuracy,0.05,1.0,0.96875
13,cross_entropy,0.05,0.080912,0.129684
13,auc,0.075,1.0,1.0
13,accuracy,0.075,1.0,0.96875
13,cross_entropy,0.075,0.08287,0.123417
13,auc,0.1,1.0,1.0
13,accuracy,0.1,1.0,0.96875
13,cross_entropy,0.1,0.082804,0.119821
13,auc,0.15,1.0,1.0
13,accuracy,0.15,1.0,0.96875
13,cross_entropy,0.15,0.081763,0.111688
14,auc,0.05,1.0,1.0
14,accuracy,0.05,1.0,0.96875
14,cross_entropy,0.05,0.087999,0.125229
14,auc,0.075,1.0,1.0
14,accuracy,0.075,1.0,0.96875
14,cross_entropy,0.075,0.088081,0.122671
14,auc,0.1,1.0,1.0
14,accuracy,0.1,1.0,0.96875
14,cross_entropy,0.1,0.087392,0.122577
14,auc,0.15,1.0,1.0
14,accuracy,0.15,1.0,0.96875
14,cross_entropy,0.15,0.087265,0.119609
15,auc,0.05,1.0,0.903226
15,accuracy,0.05,1.0,0.96875
15,cross_entropy,0.05,0.121161,0.143072
15,auc,0.075,1.0,0.967742
15,accuracy,0.075,0.96875,0.96875
15,cross_entropy,0.075,0.119614,0.140257
15,auc,0.1,1.0,0.935484
15,accuracy,0.1,0.96875,0.96875
15,cross_entropy,0.1,0.116224,0.140718
15,auc,0.15,1.0,0.967742
15,accuracy,0.15,0.96875,0.96875
15,cross_entropy,0.15,0.111905,0.141541
16,auc,0.05,0.0,0.0
16,accuracy,0.05,1.0,1.0
16,cross_entropy,0.05,0.087017,0.075123
16,auc,0.075,0.0,0.0
16,accuracy,0.075,1.0,1.0
16,cross_entropy,0.075,0.084028,0.076654
16,auc,0.1,0.0,0.0
16,accuracy,0.1,1.0,1.0
16,cross_entropy,0.1,0.081438,0.078399
16,auc,0.15,0.0,0.0
16,accuracy,0.15,1.0,1.0
16,cross_entropy,0.15,0.077793,0.080683
17,auc,0.05,0.0,0.0
17,accuracy,0.05,1.0,1.0
17,cross_entropy,0.05,0.090117,0.077493
17,auc,0.075,0.0,0.0
17,accuracy,0.075,1.0,1.0
17,cross_entropy,0.075,0.08493,0.081268
17,auc,0.1,0.0,0.0
17,accuracy,0.1,1.0,1.0
17,cross_entropy,0.1,0.081276,0.082711
17,auc,0.15,0.0,0.0
17,accuracy,0.15,1.0,1.0
17,cross_entropy,0.15,0.078359,0.082053
18,auc,0.05,0.0,0.0
18,accuracy,0.05,1.0,1.0
18,cross_entropy,0.05,0.090499,0.074804
18,auc,0.075,0.0,0.0
18,accuracy,0.075,1.0,1.0
18,cross_entropy,0.075,0.085733,0.077697
18,auc,0.1,0.0,0.0
18,accuracy,0.1,1.0,1.0
18,cross_entropy,0.1,0.081569,0.079939
18,auc,0.15,0.0,0.0
18,accuracy,0.15,1.0,1.0
18,cross_entropy,0.15,0.078297,0.082126
19,auc,0.05,0.0,0.0
19,accuracy,0.05,1.0,1.0
19,cross_entropy,0.05,0.095056,0.082944
19,auc,0.075,0.0,0.0
19,accuracy,0.075,1.0,1.0
19,cross_entropy,0.075,0.089712,0.086131
19,auc,0.1,0.0,0.0
19,accuracy,0.1,1.0,1.0
19,cross_entropy,0.1,0.087689,0.086437
19,auc,0.15,0.0,0.0
19,accuracy,0.15,1.0,1.0
19,cross_entropy,0.15,0.084277,0.08892
20,auc,0.05,1.0,1.0
20,accuracy,0.05,0.96875,0.96875
20,cross_entropy,0.05,0.119542,0.130196
20,auc,0.075,1.0,1.0
20,accuracy,0.075,0.96875,0.96875
20,cross_entropy,0.075,0.125865,0.120706
20,auc,0.1,1.0,1.0
20,accuracy,0.1,0.96875,0.96875
20,cross_entropy,0.1,0.124583,0.122
20,auc,0.15,1.0,1.0
20,accuracy,0.15,0.96875,0.96875
20,cross_entropy,0.15,0.123535,0.121703
21,auc,0.05,0.0,0.0
21,accuracy,0.05,1.0,1.0
21,cross_entropy,0.05,0.089564,0.081239
21,auc,0.075,0.0,0.0
21,accuracy,0.075,1.0,1.0
21,cross_entropy,0.075,0.086693,0.082343
21,auc,0.1,0.0,0.0
21,accuracy,0.1,1.0,1.0
21,cross_entropy,0.1,0.084959,0.083814
21,auc,0.15,0.0,0.0
21,accuracy,0.15,1.0,1.0
21,cross_entropy,0.15,0.083556,0.083712
22,auc,0.05,0.0,0.0
22,accuracy,0.05,1.0,1.0
22,cross_entropy,0.05,0.108819,0.085374
22,auc,0.075,0.0,0.0
22,accuracy,0.075,1.0,1.0
22,cross_entropy,0.075,0.104761,0.087661
22,auc,0.1,0.0,0.0
22,accuracy,0.1,1.0,1.0
22,cross_entropy,0.1,0.101935,0.089378
22,auc,0.15,0.0,0.0
22,accuracy,0.15,1.0,1.0
22,cross_entropy,0.15,0.096956,0.093366
23,auc,0.05,0.0,0.0
23,accuracy,0.05,1.0,1.0
23,cross_entropy,0.05,0.088307,0.066486
23,auc,0.075,0.0,0.0
23,accuracy,0.075,1.0,1.0
23,cross_entropy,0.075,0.085048,0.068465
23,auc,0.1,0.0,0.0
23,accuracy,0.1,1.0,1.0
23,cross_entropy,0.1,0.083281,0.070196
23,auc,0.15,0.0,0.0
23,accuracy,0.15,1.0,1.0
23,cross_entropy,0.15,0.079288,0.071935
24,auc,0.05,1.0,0.983333
24,accuracy,0.05,0.96875,0.9375
24,cross_entropy,0.05,0.130351,0.187062
24,auc,0.075,0.983333,1.0
24,accuracy,0.075,0.9375,0.9375
24,cross_entropy,0.075,0.141029,0.170132
24,auc,0.1,0.983333,1.0
24,accuracy,0.1,0.9375,0.9375
24,cross_entropy,0.1,0.147799,0.160738
24,auc,0.15,0.983333,1.0
24,accuracy,0.15,0.9375,0.9375
24,cross_entropy,0.15,0.15153,0.155091
25,auc,0.05,0.0,0.0
25,accuracy,0.05,1.0,1.0
25,cross_entropy,0.05,0.076709,0.078138
25,auc,0.075,0.0,0.0
25,accuracy,0.075,1.0,1.0
25,cross_entropy,0.075,0.074087,0.080016
25,auc,0.1,0.0,0.0
25,accuracy,0.1,1.0,1.0
25,cross_entropy,0.1,0.072631,0.08039
25,auc,0.15,0.0,0.0
25,accuracy,0.15,1.0,1.0
25,cross_entropy,0.15,0.070484,0.081538
26,auc,0.05,0.0,0.0
26,accuracy,0.05,1.0,1.0
26,cross_entropy,0.05,0.069807,0.072517
26,auc,0.075,0.0,0.0
26,accuracy,0.075,1.0,1.0
